Title,date,year,time,pandemic,gender,race,race_group,job_cat,job_cat_old,job_cat_broad,job_cat_simplified,job_cat_simplified2,job_cat_simplified3,job_cat_simplified4,author_position,N_authors,individual_position,anon_id
Pub535,01/11/2021,2021,2020-2021,pandemic,female,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,first,14,1,ID59
Pub4334,01/03/2022,2022,2022-2023,not pandemic,female,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,8,3,ID59
Pub5815,11/12/2021,2021,2020-2021,pandemic,female,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,5,2,ID59
Pub5486,01/01/2022,2022,2022-2023,pandemic,female,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,5,4,ID59
Pub231,27/12/2022,2022,2022-2023,not pandemic,female,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,78,58,ID59
Pub1947,01/04/2023,2023,2022-2023,not pandemic,female,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,18,7,ID59
Pub3668,01/11/2022,2022,2022-2023,not pandemic,female,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,4,3,ID59
Pub1425,17/04/2023,2023,2022-2023,not pandemic,female,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,9,6,ID59
Pub5579,08/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID91
Pub1211,01/07/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub4040,04/07/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub7483,01/04/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,5,ID91
Pub3049,01/02/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,5,ID91
Pub8660,01/02/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub1153,01/02/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub3516,01/09/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID91
Pub9509,25/02/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID91
Pub5494,25/02/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub11258,01/08/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,3,ID91
Pub10649,24/03/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID91
Pub11082,01/10/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID91
Pub4050,14/04/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID91
Pub6128,01/05/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,3,ID91
Pub3795,01/10/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,3,2,ID91
Pub4472,01/06/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,2,ID91
Pub3745,01/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,5,ID91
Pub5238,01/02/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID91
Pub4042,01/01/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub7510,01/10/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,3,ID91
Pub11109,05/09/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,2,ID91
Pub10488,01/02/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub7399,02/10/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID91
Pub9565,01/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,3,ID91
Pub11458,31/12/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,NA,1,NA,ID91
Pub1031,01/03/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,2,ID91
Pub5457,13/02/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,4,ID91
Pub11546,18/02/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub5453,01/04/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub3797,01/03/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub5454,26/03/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub9098,07/04/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub7795,01/05/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub4395,01/03/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub9546,01/06/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,15,2,ID91
Pub10350,01/05/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,2,ID91
Pub1338,20/05/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub11457,01/04/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID91
Pub8084,01/03/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID91
Pub9498,01/09/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,2,ID91
Pub2673,01/09/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID91
Pub5526,08/07/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub3841,08/06/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID91
Pub3062,01/07/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID91
Pub5355,07/08/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID91
Pub5545,13/08/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,3,ID91
Pub10853,01/01/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,3,ID91
Pub9813,26/10/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub1337,24/10/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,9,7,ID91
Pub4471,01/01/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub9567,01/05/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub2934,01/01/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,3,ID91
Pub5568,12/07/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID91
Pub11459,08/01/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,9,8,ID91
Pub812,01/03/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub9563,01/06/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub8446,01/11/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,9,5,ID91
Pub3604,04/10/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID91
Pub1373,01/05/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub5042,01/08/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub3172,05/10/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID91
Pub10341,01/07/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub3554,01/02/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,3,ID91
Pub11116,01/11/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,2,ID91
Pub2366,01/11/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub8242,02/08/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,2,ID91
Pub7788,01/12/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID91
Pub9871,01/04/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,3,2,ID91
Pub1056,01/01/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID91
Pub6153,01/01/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub1027,01/06/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID91
Pub3316,01/06/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub7973,25/01/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID91
Pub10072,30/01/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub6838,10/04/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID91
Pub1685,01/05/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID91
Pub1177,01/05/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub1239,01/11/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub4537,10/08/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID91
Pub7286,01/10/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,5,ID91
Pub9569,01/12/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,2,ID91
Pub7317,01/09/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,2,ID91
Pub2390,01/09/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub3581,01/09/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,4,ID91
Pub9500,01/10/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,3,ID91
Pub442,25/10/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID91
Pub8275,01/12/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub9929,01/03/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,3,2,ID91
Pub8329,01/11/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub1407,02/04/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub7247,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,4,ID91
Pub2036,22/05/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub3323,01/04/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub11121,01/05/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,4,ID91
Pub7873,01/06/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID91
Pub9867,01/11/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID91
Pub5620,01/12/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID91
Pub2033,01/09/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,3,ID91
Pub5569,01/01/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub8968,20/10/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID91
Pub9824,22/09/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,NA,4,NA,ID91
Pub4041,01/12/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub9517,01/06/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,4,ID91
Pub8733,01/11/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub5505,01/01/2020,2020,2020-2021,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub10440,01/05/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,3,ID91
Pub1415,01/04/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub5586,01/06/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,9,9,ID91
Pub8740,01/04/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID91
Pub5463,01/09/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub7172,26/04/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub7244,01/04/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub9499,01/05/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,10,10,ID91
Pub926,01/12/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub8563,01/09/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,12,12,ID91
Pub10576,01/10/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,10,9,ID91
Pub3513,01/11/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID91
Pub11128,01/10/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,5,ID91
Pub5465,27/03/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,7,ID91
Pub8083,01/01/2020,2020,2020-2021,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,7,ID91
Pub4133,27/01/2020,2020,2020-2021,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub1348,01/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,3,2,ID91
Pub2749,01/03/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub10180,01/04/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID91
Pub1200,01/01/2020,2020,2020-2021,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID91
Pub10377,08/05/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,2,ID91
Pub11122,01/05/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,4,ID91
Pub11048,29/05/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID91
Pub1351,01/05/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,5,ID91
Pub5506,01/06/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,5,ID91
Pub3958,10/09/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID91
Pub2171,22/09/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID91
Pub9470,13/08/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub11123,18/10/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID91
Pub5570,15/09/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,9,9,ID91
Pub8340,01/10/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID91
Pub5987,01/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,2,ID91
Pub9170,21/11/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,2,ID91
Pub5495,01/01/2020,2020,2020-2021,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,4,ID91
Pub7780,30/11/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,5,ID91
Pub8246,01/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,3,2,ID91
Pub11124,01/05/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID91
Pub1385,01/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub3211,21/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,5,ID91
Pub10062,06/03/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,3,2,ID91
Pub10635,26/03/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID91
Pub9511,23/03/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID91
Pub1162,14/06/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID91
Pub5590,29/04/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub4899,30/04/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub8714,15/06/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,10,8,ID91
Pub10444,02/06/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,3,ID91
Pub8590,01/07/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID91
Pub3504,16/06/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,5,ID91
Pub3569,29/07/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,5,ID91
Pub1682,14/08/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,2,ID91
Pub10620,01/12/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID91
Pub2551,01/09/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,42,ID91
Pub5619,01/09/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub1907,01/11/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,5,ID91
Pub2090,19/10/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID91
Pub4441,01/10/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,46,15,ID91
Pub6054,17/12/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,2,ID91
Pub4880,15/03/2022,2022,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID91
Pub11131,09/12/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,16,14,ID91
Pub2575,01/01/2022,2022,2022-2023,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,7,ID91
